propriétaire,registration,icao24,departure_date_only_utc,departure_date_utc,arrival_date_utc,airport_departure,airport_arrival,flight_duration_str,flight_duration_min,co2_emission_tonnes,distance_km,iso_country_dep,iso_country_arr,routes,airport_dep_icao,airport_arr_icao,latitude_dep,longitude_dep,latitude_arr,longitude_arr,altitude_dep_m,altitude_arr_m,path_csv
avion du groupe Pinault,F-HFHP,3994ef,2022-03-13,2022-03-13 17:47:33.322000+00:00,2022-03-13 18:34:11.322000+00:00,Paris-Le Bourget Airport,London Luton Airport,47min,46.63,3.5,380.0,FR,GB,Paris-Le Bourget Airport - London Luton Airport,LFPB,EGGW,48.972702,2.453261,51.87529,-0.364627,147.0,159.0,output\F-HFHP\2022-03-13\leg_1\F-HFHP_2022-03-13_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-03-07,2022-03-07 17:15:33.562000+00:00,2022-03-07 18:40:27.062000+00:00,Edinburgh Airport,Paris-Le Bourget Airport,1h25min,84.88,6.4,871.0,GB,FR,Edinburgh Airport - Paris-Le Bourget Airport,EGPH,LFPB,55.945862,-3.384705,48.966809,2.431376,88.0,46.0,output\F-HFHP\2022-03-07\leg_2\F-HFHP_2022-03-07_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-03-07,2022-03-07 07:51:07.062000+00:00,2022-03-07 09:04:32.562000+00:00,Paris-Le Bourget Airport,Edinburgh Airport,1h13min,73.42,5.5,871.0,FR,GB,Paris-Le Bourget Airport - Edinburgh Airport,LFPB,EGPH,48.964005,2.426218,55.951447,-3.368142,44.0,30.0,output\F-HFHP\2022-03-07\leg_1\F-HFHP_2022-03-07_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-03-01,2022-03-01 08:19:55.662000+00:00,2022-03-01 09:05:52.263000+00:00,London Luton Airport,Paris-Le Bourget Airport,46min,45.93,3.4,380.0,GB,FR,London Luton Airport - Paris-Le Bourget Airport,EGGW,LFPB,51.872955,-0.378063,48.965744,2.427345,208.0,58.0,output\F-HFHP\2022-03-01\leg_1\F-HFHP_2022-03-01_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-02-28,2022-02-28 09:40:51.181000+00:00,2022-02-28 11:35:03.981000+00:00,Grosseto Air Base,London Luton Airport,1h54min,114.2,8.6,1321.0,IT,GB,Grosseto Air Base - London Luton Airport,LIRS,EGGW,42.844437,11.071281,51.87544,-0.363617,1909.0,159.0,output\F-HFHP\2022-02-28\leg_1\F-HFHP_2022-02-28_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-02-27,2022-02-27 09:34:16.478000+00:00,2022-02-27 10:14:46.878000+00:00,Milano Linate Airport,Grosseto Air Base,40min,40.5,3.0,331.0,IT,IT,Milano Linate Airport - Grosseto Air Base,LIML,LIRS,45.438289,9.27782,42.757125,11.067512,151.0,267.0,output\F-HFHP\2022-02-27\leg_1\F-HFHP_2022-02-27_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-02-24,2022-02-24 15:40:22.361000+00:00,2022-02-24 16:38:41.961000+00:00,Paris-Le Bourget Airport,Milano Linate Airport,58min,58.32,4.4,649.0,FR,IT,Paris-Le Bourget Airport - Milano Linate Airport,LFPB,LIML,48.972336,2.451994,45.444443,9.277104,130.0,103.0,output\F-HFHP\2022-02-24\leg_1\F-HFHP_2022-02-24_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-21,2022-01-21 14:05:13.743000+00:00,2022-01-21 14:57:01.343000+00:00,London Luton Airport,Paris-Le Bourget Airport,52min,51.78,3.9,380.0,GB,FR,London Luton Airport - Paris-Le Bourget Airport,EGGW,LFPB,51.876231,-0.359268,48.9646,2.437063,159.0,46.0,output\F-HFHP\2022-01-21\leg_2\F-HFHP_2022-01-21_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-21,2022-01-21 03:44:46.743000+00:00,2022-01-21 13:10:04.943000+00:00,Norman Y. Mineta San Jose International Airport,London Luton Airport,9h25min,565.3,42.4,8613.0,US,GB,Norman Y. Mineta San Jose International Airport - London Luton Airport,KSJC,EGGW,37.356169,-121.922747,51.875812,-0.361633,92.0,159.0,output\F-HFHP\2022-01-21\leg_1\F-HFHP_2022-01-21_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-19,2022-01-19 23:18:56.997000+00:00,2022-01-20 02:22:56.363000+00:00,Dallas Love Field,Norman Y. Mineta San Jose International Airport,3h04min,183.98,13.8,2334.0,US,US,Dallas Love Field - Norman Y. Mineta San Jose International Airport,KDAL,KSJC,32.845825,-96.843549,37.360382,-121.92738,243.0,14.0,output\F-HFHP\2022-01-19\leg_4\F-HFHP_2022-01-19_leg_4_merged.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-19,2022-01-19 13:31:23.197000+00:00,2022-01-19 15:00:43.897000+00:00,Nashville International Airport,Dallas Love Field,1h29min,89.33,6.7,1001.0,US,US,Nashville International Airport - Dallas Love Field,KBNA,KDAL,36.118438,-86.681895,32.851547,-96.85014,281.0,149.0,output\F-HFHP\2022-01-19\leg_1\F-HFHP_2022-01-19_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-18,2022-01-18 17:39:40.703000+00:00,2022-01-18 18:42:09.603000+00:00,Charlotte Douglas International Airport,Nashville International Airport,1h02min,62.47,4.7,528.0,US,US,Charlotte Douglas International Airport - Nashville International Airport,KCLT,KBNA,35.211456,-80.935046,36.128912,-86.66115,265.0,190.0,output\F-HFHP\2022-01-18\leg_2\F-HFHP_2022-01-18_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-18,2022-01-18 14:25:13.603000+00:00,2022-01-18 15:05:45.303000+00:00,Hartsfield Jackson Atlanta International Airport,Charlotte Douglas International Airport,41min,40.52,3.0,365.0,US,US,Hartsfield Jackson Atlanta International Airport - Charlotte Douglas International Airport,KATL,KCLT,33.646088,-84.435929,35.198054,-80.93399,659.0,256.0,output\F-HFHP\2022-01-18\leg_1\F-HFHP_2022-01-18_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-17,2022-01-17 08:12:45.369000+00:00,2022-01-17 16:31:28.469000+00:00,London Luton Airport,Hartsfield Jackson Atlanta International Airport,8h19min,498.72,37.4,6765.0,GB,US,London Luton Airport - Hartsfield Jackson Atlanta International Airport,EGGW,KATL,51.875812,-0.361786,33.64954,-84.395542,158.0,404.0,output\F-HFHP\2022-01-17\leg_1\F-HFHP_2022-01-17_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-16,2022-01-16 15:00:09.896000+00:00,2022-01-16 15:48:13.597000+00:00,Paris-Le Bourget Airport,London Luton Airport,48min,48.05,3.6,380.0,FR,GB,Paris-Le Bourget Airport - London Luton Airport,LFPB,EGGW,48.972582,2.452842,51.875336,-0.36433,98.0,159.0,output\F-HFHP\2022-01-16\leg_2\F-HFHP_2022-01-16_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-11,2022-01-11 12:14:59.541000+00:00,2022-01-11 13:31:36.741000+00:00,Le Castellet Airport,Paris-Le Bourget Airport,1h17min,76.62,5.7,714.0,FR,FR,Le Castellet Airport - Paris-Le Bourget Airport,LFMQ,LFPB,42.99439,5.831386,48.966716,2.431086,3683.0,46.0,output\F-HFHP\2022-01-11\leg_2\F-HFHP_2022-01-11_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-11,2022-01-11 09:57:05.840000+00:00,2022-01-11 10:47:29.140000+00:00,Paris-Le Bourget Airport,Toulon-Hyères Airport,50min,50.38,3.8,690.0,FR,FR,Paris-Le Bourget Airport - Toulon-Hyères Airport,LFPB,LFTH,48.96405,2.427345,43.297631,6.065892,45.0,3124.0,output\F-HFHP\2022-01-11\leg_1\F-HFHP_2022-01-11_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-03,2022-01-03 09:38:15.771000+00:00,2022-01-03 10:28:55.971000+00:00,Geneva Cointrin International Airport,Paris-Le Bourget Airport,51min,50.67,3.8,410.0,CH,FR,Geneva Cointrin International Airport - Paris-Le Bourget Airport,LSGG,LFPB,46.2476,6.122955,48.964435,2.434194,471.0,49.0,output\F-HFHP\2022-01-03\leg_3\F-HFHP_2022-01-03_leg_3.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-03,2022-01-03 07:36:10.771000+00:00,2022-01-03 08:43:04.271000+00:00,London Luton Airport,Geneva Cointrin International Airport,1h07min,66.88,5.0,785.0,GB,CH,London Luton Airport - Geneva Cointrin International Airport,EGGW,LSGG,51.875207,-0.365219,46.243876,6.117462,164.0,420.0,output\F-HFHP\2022-01-03\leg_2\F-HFHP_2022-01-03_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-03,2022-01-03 00:43:14.370000+00:00,2022-01-03 06:21:20.271000+00:00,Teterboro Airport,London Luton Airport,5h38min,338.08,25.4,5551.0,US,GB,Teterboro Airport - London Luton Airport,KTEB,EGGW,40.848312,-74.059692,51.875839,-0.361732,24.0,162.0,output\F-HFHP\2022-01-03\leg_1\F-HFHP_2022-01-03_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2022-01-02,2022-01-02 19:24:30.775000+00:00,2022-01-02 23:09:56.975000+00:00,Cyril E. King Airport,Teterboro Airport,3h45min,225.43,16.9,2647.0,VI,US,Cyril E. King Airport - Teterboro Airport,TIST,KTEB,18.265608,-65.080315,40.849728,-74.065954,2542.0,3.0,output\F-HFHP\2022-01-02\leg_1\F-HFHP_2022-01-02_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-12-25,2021-12-25 14:03:21.606000+00:00,2021-12-25 14:44:11.807000+00:00,Paris-Le Bourget Airport,London Luton Airport,41min,40.83,3.1,380.0,FR,GB,Paris-Le Bourget Airport - London Luton Airport,LFPB,EGGW,48.972256,2.451758,51.873578,-0.37468,63.0,155.0,output\F-HFHP\2021-12-25\leg_1\F-HFHP_2021-12-25_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-12-03,2021-12-03 10:40:17.043000+00:00,2021-12-03 12:06:25.343000+00:00,Venice Marco Polo Airport,Paris-Le Bourget Airport,1h26min,86.13,6.5,843.0,IT,FR,Venice Marco Polo Airport - Paris-Le Bourget Airport,LIPZ,LFPB,45.504207,12.350576,48.964575,2.436435,149.0,46.0,output\F-HFHP\2021-12-03\leg_3\F-HFHP_2021-12-03_leg_3.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-12-01,2021-12-01 10:07:34.089000+00:00,2021-12-01 11:23:06.689000+00:00,Paris-Le Bourget Airport,Venice Marco Polo Airport,1h16min,75.53,5.7,842.0,FR,IT,Paris-Le Bourget Airport - Venice Marco Polo Airport,LFPB,LIPZ,48.972675,2.453204,45.491135,12.333854,122.0,47.0,output\F-HFHP\2021-12-01\leg_1\F-HFHP_2021-12-01_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-11-23,2021-11-23 18:40:09.651000+00:00,2021-11-23 19:43:31.951000+00:00,Paris-Le Bourget Airport,Milano Linate Airport,1h03min,63.37,4.8,650.0,FR,IT,Paris-Le Bourget Airport - Milano Linate Airport,LFPB,LIML,48.964156,2.428701,45.442246,9.277418,37.0,108.0,output\F-HFHP\2021-11-23\leg_1\F-HFHP_2021-11-23_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-11-21,2021-11-21 01:21:44.039000+00:00,2021-11-21 10:35:41.939000+00:00,Los Angeles International Airport,London Luton Airport,9h14min,553.95,41.5,8755.0,US,GB,Los Angeles International Airport - London Luton Airport,KLAX,EGGW,33.936813,-118.388336,51.876091,-0.360031,121.0,151.0,output\F-HFHP\2021-11-21\leg_1\F-HFHP_2021-11-21_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-11-18,2021-11-18 16:57:24.855000+00:00,2021-11-19 03:28:15.745000+00:00,London Luton Airport,Los Angeles International Airport,10h31min,630.83,47.3,8755.0,GB,US,London Luton Airport - Los Angeles International Airport,EGGW,KLAX,51.875812,-0.36171,33.936722,-118.389008,-63.0,28.0,output\F-HFHP\2021-11-18\leg_3\F-HFHP_2021-11-18_leg_3_merged.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-11-18,2021-11-18 12:46:30.455000+00:00,2021-11-18 13:29:12.655000+00:00,Paris-Le Bourget Airport,London Luton Airport,43min,42.7,3.2,380.0,FR,GB,Paris-Le Bourget Airport - London Luton Airport,LFPB,EGGW,48.972349,2.451975,51.87529,-0.364776,-48.0,162.0,output\F-HFHP\2021-11-18\leg_1\F-HFHP_2021-11-18_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-11-10,2021-11-10 15:37:14.303000+00:00,2021-11-10 16:24:07.603000+00:00,Paris-Le Bourget Airport,London Luton Airport,47min,46.88,3.5,380.0,FR,GB,Paris-Le Bourget Airport - London Luton Airport,LFPB,EGGW,48.964109,2.428268,51.875107,-0.365889,95.0,157.0,output\F-HFHP\2021-11-10\leg_1\F-HFHP_2021-11-10_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-11-07,2021-11-07 17:16:17.065000+00:00,2021-11-07 17:58:32.865000+00:00,London Luton Airport,Paris-Le Bourget Airport,42min,42.25,3.2,380.0,GB,FR,London Luton Airport - Paris-Le Bourget Airport,EGGW,LFPB,51.875336,-0.36433,48.964645,2.437486,171.0,46.0,output\F-HFHP\2021-11-07\leg_2\F-HFHP_2021-11-07_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-11-07,2021-11-07 07:11:48.465000+00:00,2021-11-07 16:25:08.465000+00:00,Los Angeles International Airport,London Luton Airport,9h13min,553.33,41.5,8755.0,US,GB,Los Angeles International Airport - London Luton Airport,KLAX,EGGW,33.938873,-118.389681,51.875473,-0.363737,28.0,156.0,output\F-HFHP\2021-11-07\leg_1\F-HFHP_2021-11-07_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-11-04,2021-11-04 17:12:27.021000+00:00,2021-11-04 18:08:13.121000+00:00,Los Angeles International Airport,San Francisco International Airport,56min,55.77,4.2,544.0,US,US,Los Angeles International Airport - San Francisco International Airport,KLAX,KSFO,33.939421,-118.384323,37.616908,-122.365185,330.0,9.0,output\F-HFHP\2021-11-04\leg_1\F-HFHP_2021-11-04_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-30,2021-10-30 16:16:02.866000+00:00,2021-10-30 23:59:59.866000+00:00,London Luton Airport,Los Angeles International Airport,7h44min,463.95,34.8,6909.0,GB,US,London Luton Airport - Los Angeles International Airport,EGGW,KLAX,51.875579,-0.36293,49.450161,-108.859443,166.0,13050.0,output\F-HFHP\2021-10-30\leg_2\F-HFHP_2021-10-30_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-30,2021-10-30 13:39:06.767000+00:00,2021-10-30 14:26:59.067000+00:00,Paris-Le Bourget Airport,London Luton Airport,48min,47.87,3.6,380.0,FR,GB,Paris-Le Bourget Airport - London Luton Airport,LFPB,EGGW,48.972519,2.452627,51.875486,-0.363541,62.0,155.0,output\F-HFHP\2021-10-30\leg_1\F-HFHP_2021-10-30_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-26,2021-10-26 09:07:10.934000+00:00,2021-10-26 10:36:36.934000+00:00,Venice Marco Polo Airport,Paris-Le Bourget Airport,1h29min,89.43,6.7,843.0,IT,FR,Venice Marco Polo Airport - Paris-Le Bourget Airport,LIPZ,LFPB,45.502671,12.348767,48.964575,2.436724,92.0,50.0,output\F-HFHP\2021-10-26\leg_1\F-HFHP_2021-10-26_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-25,2021-10-25 07:50:40.830000+00:00,2021-10-25 09:03:50.330000+00:00,Paris-Le Bourget Airport,Venice Marco Polo Airport,1h13min,73.15,5.5,842.0,FR,IT,Paris-Le Bourget Airport - Venice Marco Polo Airport,LFPB,LIPZ,48.972396,2.452192,45.490847,12.333493,253.0,59.0,output\F-HFHP\2021-10-25\leg_1\F-HFHP_2021-10-25_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-22,2021-10-22 17:03:27.237000+00:00,2021-10-22 17:52:05.137000+00:00,London Luton Airport,Paris-Le Bourget Airport,49min,48.62,3.6,380.0,GB,FR,London Luton Airport - Paris-Le Bourget Airport,EGGW,LFPB,51.87544,-0.36377,48.964691,2.438965,171.0,54.0,output\F-HFHP\2021-10-22\leg_2\F-HFHP_2021-10-22_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-22,2021-10-22 13:35:39.437000+00:00,2021-10-22 15:50:46.137000+00:00,Ciampino G. B. Pastine International Airport,London Luton Airport,2h15min,135.1,10.1,1489.0,IT,GB,Ciampino G. B. Pastine International Airport - London Luton Airport,LIRA,EGGW,41.804189,12.591482,51.875565,-0.363217,262.0,159.0,output\F-HFHP\2021-10-22\leg_1\F-HFHP_2021-10-22_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-21,2021-10-21 14:43:22.843000+00:00,2021-10-21 15:29:27.644000+00:00,Milano Linate Airport,Ciampino G. B. Pastine International Airport,46min,46.07,3.5,485.0,IT,IT,Milano Linate Airport - Ciampino G. B. Pastine International Airport,LIML,LIRA,45.442246,9.277351,41.803345,12.59208,172.0,112.0,output\F-HFHP\2021-10-21\leg_1\F-HFHP_2021-10-21_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-20,2021-10-20 07:30:31.702000+00:00,2021-10-20 07:50:05.502000+00:00,Milan Malpensa International Airport,Milano Linate Airport,20min,19.55,1.5,48.0,IT,IT,Milan Malpensa International Airport - Milano Linate Airport,LIMC,LIML,45.626129,8.724082,45.43275,9.278423,216.0,126.0,output\F-HFHP\2021-10-20\leg_2\F-HFHP_2021-10-20_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-20,2021-10-20 05:30:37.702000+00:00,2021-10-20 06:32:00.702000+00:00,Paris-Le Bourget Airport,Milan Malpensa International Airport,1h01min,61.38,4.6,603.0,FR,IT,Paris-Le Bourget Airport - Milan Malpensa International Airport,LFPB,LIMC,48.972442,2.452336,45.621612,8.725342,160.0,218.0,output\F-HFHP\2021-10-20\leg_1\F-HFHP_2021-10-20_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-13,2021-10-13 06:46:16.718000+00:00,2021-10-13 07:32:49.419000+00:00,London Luton Airport,Paris-Le Bourget Airport,47min,46.53,3.5,380.0,GB,FR,London Luton Airport - Paris-Le Bourget Airport,EGGW,LFPB,51.875244,-0.365073,48.967182,2.432749,158.0,46.0,output\F-HFHP\2021-10-13\leg_1\F-HFHP_2021-10-13_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-11,2021-10-11 17:24:14.627000+00:00,2021-10-11 23:59:43.727000+00:00,Bateen Airport,London Luton Airport,6h35min,395.48,29.7,5475.0,AE,GB,Bateen Airport - London Luton Airport,OMAD,EGGW,24.423294,54.46523,51.151016,-0.031623,118.0,6284.0,output\F-HFHP\2021-10-11\leg_3\F-HFHP_2021-10-11_leg_3.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-11,2021-10-11 07:01:20.027000+00:00,2021-10-11 13:14:42.227000+00:00,London Luton Airport,Bateen Airport,6h13min,373.37,28.0,5513.0,GB,AE,London Luton Airport - Bateen Airport,EGGW,OMAD,51.876091,-0.360107,24.423911,54.464411,193.0,44.0,output\F-HFHP\2021-10-11\leg_2\F-HFHP_2021-10-11_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-10,2021-10-10 15:29:56.542000+00:00,2021-10-10 16:22:12.942000+00:00,Paris-Le Bourget Airport,London Luton Airport,52min,52.27,3.9,380.0,FR,GB,Paris-Le Bourget Airport - London Luton Airport,LFPB,EGGW,48.964142,2.428894,51.875486,-0.363464,107.0,159.0,output\F-HFHP\2021-10-10\leg_1\F-HFHP_2021-10-10_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-01,2021-10-01 13:45:20.084000+00:00,2021-10-01 14:22:36.184000+00:00,Le Havre Octeville Airport,Paris-Le Bourget Airport,37min,37.27,2.8,183.0,FR,FR,Le Havre Octeville Airport - Paris-Le Bourget Airport,LFOH,LFPB,49.515427,0.063468,48.9646,2.436852,1088.0,46.0,output\F-HFHP\2021-10-01\leg_2\F-HFHP_2021-10-01_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-10-01,2021-10-01 07:42:57.784000+00:00,2021-10-01 08:11:28.184000+00:00,Paris-Le Bourget Airport,Le Havre Octeville Airport,28min,28.5,2.1,179.0,FR,FR,Paris-Le Bourget Airport - Le Havre Octeville Airport,LFPB,LFOH,48.972489,2.452481,49.607574,0.194501,121.0,656.0,output\F-HFHP\2021-10-01\leg_1\F-HFHP_2021-10-01_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-08-25,2021-08-25 23:23:58.559000+00:00,2021-08-25 23:59:33.459000+00:00,Boeing Field King County International Airport,Paris-Le Bourget Airport,36min,35.57,2.7,506.0,US,FR,Boeing Field King County International Airport - Paris-Le Bourget Airport,KBFI,LFPB,47.528857,-122.301354,43.110026,-120.726733,379.0,12886.0,output\F-HFHP\2021-08-25\leg_1\F-HFHP_2021-08-25_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-08-21,2021-08-21 17:22:34.663000+00:00,2021-08-21 19:28:34.263000+00:00,Los Angeles International Airport,Boeing Field King County International Airport,2h06min,125.98,9.4,1546.0,US,US,Los Angeles International Airport - Boeing Field King County International Airport,KLAX,KBFI,33.936861,-118.387814,47.5383,-122.309486,266.0,22.0,output\F-HFHP\2021-08-21\leg_3\F-HFHP_2021-08-21_leg_3.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-08-14,2021-08-14 03:29:36.805000+00:00,2021-08-14 04:28:03.605000+00:00,A/C in cruise,Los Angeles International Airport,58min,58.43,4.4,620.0,A/C in cruise,US,A/C in cruise - Los Angeles International Airport,A/C in cruise,KLAX,31.028463,-124.021857,33.936447,-118.391475,14375.0,36.0,output\F-HFHP\2021-08-14\leg_1\F-HFHP_2021-08-14_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-08-01,2021-08-01 15:53:13.497000+00:00,2021-08-01 16:52:20.497000+00:00,Los Angeles International Airport,A/C in cruise,59min,59.12,4.4,755.0,US,A/C in cruise,Los Angeles International Airport - A/C in cruise,KLAX,A/C in cruise,33.936768,-118.388443,30.704134,-125.447388,493.0,12516.0,output\F-HFHP\2021-08-01\leg_1\F-HFHP_2021-08-01_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-07-29,2021-07-29 17:14:50.834000+00:00,2021-07-29 22:08:34.635000+00:00,Francis S Gabreski Airport,Los Angeles International Airport,4h54min,293.72,22.0,4076.0,US,US,Francis S Gabreski Airport - Los Angeles International Airport,KFOK,KLAX,40.836044,-72.640503,33.936539,-118.390522,402.0,28.0,output\F-HFHP\2021-07-29\leg_3\F-HFHP_2021-07-29_leg_3.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-07-29,2021-07-29 09:20:49.735000+00:00,2021-07-29 15:47:15.135000+00:00,London Luton Airport,Francis S Gabreski Airport,6h26min,386.42,29.0,5456.0,GB,US,London Luton Airport - Francis S Gabreski Airport,EGGW,KFOK,51.876205,-0.359431,40.858061,-72.612638,129.0,74.0,output\F-HFHP\2021-07-29\leg_2\F-HFHP_2021-07-29_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-07-28,2021-07-28 15:23:07.608000+00:00,2021-07-28 16:11:52.408000+00:00,Paris-Le Bourget Airport,London Luton Airport,49min,48.73,3.7,380.0,FR,GB,Paris-Le Bourget Airport - London Luton Airport,LFPB,EGGW,48.970459,2.445092,51.875486,-0.363312,76.0,151.0,output\F-HFHP\2021-07-28\leg_1\F-HFHP_2021-07-28_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-07-20,2021-07-20 15:40:05.988000+00:00,2021-07-20 16:46:07.589000+00:00,Milano Linate Airport,Paris-Le Bourget Airport,1h06min,66.02,5.0,649.0,IT,FR,Milano Linate Airport - Paris-Le Bourget Airport,LIML,LFPB,45.448334,9.276777,48.965881,2.428049,241.0,69.0,output\F-HFHP\2021-07-20\leg_1\F-HFHP_2021-07-20_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-07-19,2021-07-19 13:47:19.446000+00:00,2021-07-19 15:09:58.047000+00:00,London Luton Airport,Milano Linate Airport,1h23min,82.63,6.2,1008.0,GB,IT,London Luton Airport - Milano Linate Airport,EGGW,LIML,51.873322,-0.375911,45.429212,9.278825,142.0,152.0,output\F-HFHP\2021-07-19\leg_2\F-HFHP_2021-07-19_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-07-19,2021-07-19 11:15:37.247000+00:00,2021-07-19 12:04:36.247000+00:00,Paris-Le Bourget Airport,London Luton Airport,49min,48.98,3.7,380.0,FR,GB,Paris-Le Bourget Airport - London Luton Airport,LFPB,EGGW,48.964528,2.436146,51.874043,-0.371933,141.0,161.0,output\F-HFHP\2021-07-19\leg_1\F-HFHP_2021-07-19_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-07-13,2021-07-13 15:38:16.775000+00:00,2021-07-13 23:59:59.075000+00:00,London Luton Airport,Paris-Le Bourget Airport,8h22min,501.7,37.6,7082.0,GB,FR,London Luton Airport - Paris-Le Bourget Airport,EGGW,LFPB,51.875905,-0.361099,43.802078,-103.127001,631.0,13663.0,output\F-HFHP\2021-07-13\leg_1\F-HFHP_2021-07-13_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-07-12,2021-07-12 09:31:24.213000+00:00,2021-07-12 10:59:39.113000+00:00,Nice-Côte d'Azur Airport,London Luton Airport,1h28min,88.23,6.6,1075.0,FR,GB,Nice-Côte d'Azur Airport - London Luton Airport,LFMN,EGGW,43.666511,7.23744,51.873596,-0.374574,696.0,162.0,output\F-HFHP\2021-07-12\leg_1\F-HFHP_2021-07-12_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-07-10,2021-07-10 09:19:15.390000+00:00,2021-07-10 10:52:29.590000+00:00,London Luton Airport,Nice-Côte d'Azur Airport,1h33min,93.23,7.0,1075.0,GB,FR,London Luton Airport - Nice-Côte d'Azur Airport,EGGW,LFMN,51.876114,-0.359876,43.647704,7.198268,162.0,76.0,output\F-HFHP\2021-07-10\leg_1\F-HFHP_2021-07-10_leg_1.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-07-08,2021-07-08 15:01:46.885000+00:00,2021-07-08 16:44:33.185000+00:00,Firenze-Peretola Airport,London Luton Airport,1h43min,102.77,7.7,1236.0,IT,GB,Firenze-Peretola Airport - London Luton Airport,LIRQ,EGGW,43.811417,11.055184,51.875486,-0.363541,1857.0,155.0,output\F-HFHP\2021-07-08\leg_2\F-HFHP_2021-07-08_leg_2.csv
avion du groupe Pinault,F-HFHP,3994ef,2021-07-08,2021-07-08 06:31:58.185000+00:00,2021-07-08 07:46:55.985000+00:00,Paris-Le Bourget Airport,Lucca-Tassignano Airport,1h15min,74.95,5.6,861.0,FR,IT,Paris-Le Bourget Airport - Lucca-Tassignano Airport,LFPB,LIQL,48.972721,2.453421,43.801895,10.811122,81.0,1882.0,output\F-HFHP\2021-07-08\leg_1\F-HFHP_2021-07-08_leg_1.csv
