long,lat,elevation,time
2.445374,48.970551,23,2022-07-24T10:45:45.167Z
2.440555,48.969277,76,2022-07-24T10:45:50.287Z
2.438542,48.968719,107,2022-07-24T10:45:52.356Z
2.436641,48.968216,145,2022-07-24T10:45:54.376Z
2.43564,48.967973,160,2022-07-24T10:45:55.577Z
2.433542,48.967392,198,2022-07-24T10:45:57.657Z
2.43157,48.966888,236,2022-07-24T10:45:59.597Z
2.430219,48.966577,259,2022-07-24T10:46:00.917Z
2.428894,48.966202,290,2022-07-24T10:46:02.347Z
2.426993,48.965698,320,2022-07-24T10:46:04.366Z
2.425091,48.96524,351,2022-07-24T10:46:06.537Z
2.423425,48.964761,381,2022-07-24T10:46:08.297Z
2.420606,48.964016,427,2022-07-24T10:46:11.467Z
2.419035,48.963547,457,2022-07-24T10:46:13.157Z
2.416922,48.962952,488,2022-07-24T10:46:15.737Z
2.414679,48.96234,518,2022-07-24T10:46:18.207Z
2.412485,48.961716,549,2022-07-24T10:46:20.817Z
2.409909,48.960944,579,2022-07-24T10:46:23.876Z
2.406992,48.960068,610,2022-07-24T10:46:27.207Z
2.404488,48.959314,640,2022-07-24T10:46:30.126Z
2.401921,48.958511,671,2022-07-24T10:46:33.067Z
2.399645,48.957825,701,2022-07-24T10:46:35.727Z
2.397549,48.957173,724,2022-07-24T10:46:38.097Z
2.395653,48.956589,754,2022-07-24T10:46:40.517Z
2.392907,48.955765,785,2022-07-24T10:46:43.517Z
2.390249,48.954985,815,2022-07-24T10:46:46.717Z
2.387907,48.9543,846,2022-07-24T10:46:49.177Z
2.385442,48.953613,876,2022-07-24T10:46:51.987Z
2.383166,48.95303,907,2022-07-24T10:46:54.707Z
2.380653,48.952332,937,2022-07-24T10:46:57.567Z
2.378034,48.951633,968,2022-07-24T10:47:00.547Z
2.375577,48.950982,998,2022-07-24T10:47:03.327Z
2.373047,48.950283,1021,2022-07-24T10:47:06.157Z
2.370723,48.949677,1044,2022-07-24T10:47:08.937Z
2.368821,48.949173,1059,2022-07-24T10:47:10.817Z
2.36692,48.948624,1074,2022-07-24T10:47:12.817Z
2.364948,48.948074,1097,2022-07-24T10:47:14.777Z
2.362061,48.947342,1128,2022-07-24T10:47:17.557Z
2.361049,48.947025,1135,2022-07-24T10:47:18.517Z
2.359525,48.946655,1151,2022-07-24T10:47:20.087Z
2.35692,48.945969,1181,2022-07-24T10:47:22.347Z
2.355772,48.945675,1189,2022-07-24T10:47:23.317Z
2.354173,48.945236,1204,2022-07-24T10:47:24.897Z
2.351146,48.944464,1234,2022-07-24T10:47:27.337Z
2.350207,48.944231,1242,2022-07-24T10:47:28.237Z
2.348255,48.943719,1265,2022-07-24T10:47:29.817Z
2.34587,48.943114,1295,2022-07-24T10:47:31.777Z
2.343413,48.942462,1326,2022-07-24T10:47:33.737Z
2.34051,48.941757,1356,2022-07-24T10:47:36.037Z
2.338353,48.941159,1387,2022-07-24T10:47:37.817Z
2.335823,48.940507,1417,2022-07-24T10:47:39.886Z
2.333961,48.940018,1440,2022-07-24T10:47:41.217Z
2.332412,48.939606,1463,2022-07-24T10:47:42.376Z
2.330619,48.939111,1494,2022-07-24T10:47:43.876Z
2.328451,48.938552,1524,2022-07-24T10:47:45.366Z
2.326355,48.937993,1554,2022-07-24T10:47:47.087Z
2.324031,48.937363,1585,2022-07-24T10:47:48.837Z
2.321918,48.936768,1615,2022-07-24T10:47:50.247Z
2.319735,48.936172,1646,2022-07-24T10:47:52.047Z
2.317622,48.935623,1676,2022-07-24T10:47:53.447Z
2.31573,48.935107,1707,2022-07-24T10:47:54.886Z
2.313749,48.934525,1737,2022-07-24T10:47:56.417Z
2.311899,48.934037,1768,2022-07-24T10:47:57.817Z
2.309731,48.933431,1798,2022-07-24T10:47:59.366Z
2.307563,48.932826,1829,2022-07-24T10:48:01.147Z
