long,lat,elevation,time
1.095675,9.7778964,462,2022-07-21T17:16:10.020Z
1.090423,9.7662522,462,2022-07-21T17:16:14.020Z
1.061550,9.9011628,2000,2022-07-21T17:17:30.020Z
6.224785,21.004314,13716,2022-07-21T17:45:46.160Z
6.094837,21.309013,13716,2022-07-21T17:48:11.890Z
5.512905,22.656212,13165,2022-07-21T17:59:02.130Z
5.460892,22.808132,13106,2022-07-21T18:00:13.790Z
5.688515,23.759995,13106,2022-07-21T18:07:23.640Z
6.272335,25.997086,13106,2022-07-21T18:24:26.550Z
6.347179,26.283588,13104,2022-07-21T18:26:35.970Z
6.666126,27.490025,13657,2022-07-21T18:35:56.380Z
6.831436,28.871555,13718,2022-07-21T18:45:47.410Z
6.825085,29.477177,13718,2022-07-21T18:50:11.210Z
6.69548,34.896526,13718,2022-07-21T19:29:47.100Z
6.576545,35.792666,13716,2022-07-21T19:36:07.040Z
6.537781,36.057495,13716,2022-07-21T19:38:03.690Z
6.521873,36.165985,13716,2022-07-21T19:38:51.120Z
6.517172,36.197717,13716,2022-07-21T19:39:05.240Z
6.48262,36.431671,13716,2022-07-21T19:40:47.600Z
6.476908,36.469954,13708,2022-07-21T19:41:04.320Z
6.472233,36.50161,13716,2022-07-21T19:41:18.290Z
6.464402,36.554307,13708,2022-07-21T19:41:41.180Z
6.457787,36.598984,13716,2022-07-21T19:42:00.570Z
6.451137,36.643175,13716,2022-07-21T19:42:20.410Z
6.444283,36.689255,13716,2022-07-21T19:42:40.000Z
6.437531,36.734619,13716,2022-07-21T19:42:59.910Z
6.430779,36.779572,13716,2022-07-21T19:43:19.490Z
6.424084,36.824478,13708,2022-07-21T19:43:39.190Z
6.417301,36.869797,13716,2022-07-21T19:43:58.920Z
6.410639,36.914154,13708,2022-07-21T19:44:18.110Z
6.409295,36.922852,13708,2022-07-21T19:44:22.410Z
6.403627,36.960754,13716,2022-07-21T19:44:40.670Z
6.396909,37.005258,13716,2022-07-21T19:44:58.290Z
6.39416,37.023743,13716,2022-07-21T19:45:06.160Z
6.380967,37.111025,13716,2022-07-21T19:45:44.710Z
6.374578,37.153341,13716,2022-07-21T19:46:03.230Z
6.36795,37.19696,13716,2022-07-21T19:46:22.610Z
6.361142,37.242233,13716,2022-07-21T19:46:42.320Z
6.354188,37.288147,13708,2022-07-21T19:47:02.290Z
6.347351,37.33294,13716,2022-07-21T19:47:22.100Z
6.340485,37.378375,13716,2022-07-21T19:47:42.090Z
6.333678,37.422878,13708,2022-07-21T19:48:01.710Z
6.326811,37.467894,13716,2022-07-21T19:48:21.490Z
6.320064,37.512398,13708,2022-07-21T19:48:41.060Z
6.313282,37.557083,13716,2022-07-21T19:49:00.800Z
6.306451,37.601732,13708,2022-07-21T19:49:20.630Z
6.299549,37.646759,13716,2022-07-21T19:49:40.390Z
6.292658,37.691345,13716,2022-07-21T19:50:00.150Z
6.285874,37.735886,13716,2022-07-21T19:50:19.710Z
6.279037,37.780197,13716,2022-07-21T19:50:39.410Z
6.272238,37.824717,13708,2022-07-21T19:50:59.010Z
6.265252,37.86992,13716,2022-07-21T19:51:18.960Z
6.262791,37.885941,13716,2022-07-21T19:51:26.320Z
6.255997,37.930019,13716,2022-07-21T19:51:45.860Z
6.249175,37.974014,13708,2022-07-21T19:52:05.210Z
6.242338,38.018234,13716,2022-07-21T19:52:24.760Z
6.235398,38.063111,13708,2022-07-21T19:52:44.760Z
6.228488,38.107956,13716,2022-07-21T19:53:04.620Z
6.221605,38.152305,13716,2022-07-21T19:53:24.340Z
6.214639,38.197128,13716,2022-07-21T19:53:44.210Z
6.207813,38.241034,13708,2022-07-21T19:54:03.820Z
6.200767,38.286097,13708,2022-07-21T19:54:23.760Z
6.193893,38.330475,13716,2022-07-21T19:54:43.500Z
6.186915,38.375244,13716,2022-07-21T19:55:03.350Z
6.179929,38.41951,13708,2022-07-21T19:55:23.010Z
6.173063,38.463593,13716,2022-07-21T19:55:42.550Z
6.166199,38.507499,13708,2022-07-21T19:56:02.010Z
6.15918,38.55205,13716,2022-07-21T19:56:22.010Z
6.152165,38.596802,13716,2022-07-21T19:56:41.770Z
6.145203,38.641104,13708,2022-07-21T19:57:01.370Z
6.138245,38.685189,13708,2022-07-21T19:57:20.960Z
6.131386,38.728638,13716,2022-07-21T19:57:40.330Z
6.124281,38.773224,13708,2022-07-21T19:58:00.110Z
6.117249,38.817118,13716,2022-07-21T19:58:19.740Z
6.11007,38.861435,13716,2022-07-21T19:58:39.330Z
6.103027,38.904729,13716,2022-07-21T19:58:58.630Z
6.095825,38.949047,13716,2022-07-21T19:59:18.450Z
6.088695,38.993088,13716,2022-07-21T19:59:38.190Z
6.081589,39.036942,13716,2022-07-21T19:59:57.780Z
6.074524,39.080464,13716,2022-07-21T20:00:17.160Z
6.067383,39.12413,13708,2022-07-21T20:00:36.940Z
6.060274,39.167862,13716,2022-07-21T20:00:56.550Z
6.053109,39.211304,13716,2022-07-21T20:01:16.220Z
6.045959,39.254942,13716,2022-07-21T20:01:35.740Z
6.03894,39.297909,13708,2022-07-21T20:01:55.250Z
6.031673,39.341949,13716,2022-07-21T20:02:15.140Z
6.024568,39.385254,13716,2022-07-21T20:02:34.750Z
6.017395,39.428814,13716,2022-07-21T20:02:54.530Z
6.010193,39.47248,13716,2022-07-21T20:03:14.210Z
6.003013,39.515945,13716,2022-07-21T20:03:34.040Z
5.995789,39.559859,13708,2022-07-21T20:03:53.820Z
5.988586,39.603153,13708,2022-07-21T20:04:13.420Z
5.98737,39.610428,13716,2022-07-21T20:04:16.870Z
5.980225,39.653941,13716,2022-07-21T20:04:36.460Z
5.973022,39.697188,13716,2022-07-21T20:04:56.230Z
5.965881,39.740389,13716,2022-07-21T20:05:15.690Z
5.95859,39.784195,13708,2022-07-21T20:05:35.530Z
5.951355,39.827488,13708,2022-07-21T20:05:55.160Z
5.944275,39.870036,13716,2022-07-21T20:06:14.640Z
5.937073,39.913423,13716,2022-07-21T20:06:34.410Z
5.929808,39.956717,13716,2022-07-21T20:06:54.260Z
5.922668,39.999298,13716,2022-07-21T20:07:13.780Z
5.915405,40.042557,13716,2022-07-21T20:07:33.620Z
5.90821,40.085527,13716,2022-07-21T20:07:53.300Z
5.900907,40.1291,13708,2022-07-21T20:08:13.210Z
5.893728,40.171742,13716,2022-07-21T20:08:32.800Z
5.886425,40.214849,13708,2022-07-21T20:08:52.610Z
5.879246,40.257444,13716,2022-07-21T20:09:12.250Z
5.871943,40.300924,13716,2022-07-21T20:09:32.220Z
5.864685,40.343765,13716,2022-07-21T20:09:52.050Z
5.857422,40.386795,13716,2022-07-21T20:10:11.780Z
5.85022,40.429001,13716,2022-07-21T20:10:31.280Z
5.843079,40.471161,13716,2022-07-21T20:10:51.180Z
5.835571,40.515564,13716,2022-07-21T20:11:11.060Z
5.828185,40.558404,13716,2022-07-21T20:11:30.630Z
5.820984,40.6008,13716,2022-07-21T20:11:50.130Z
5.813703,40.643688,13716,2022-07-21T20:12:09.840Z
5.806337,40.686842,13716,2022-07-21T20:12:29.650Z
5.799033,40.72953,13716,2022-07-21T20:12:49.240Z
5.791687,40.772507,13716,2022-07-21T20:13:08.940Z
5.784241,40.81572,13716,2022-07-21T20:13:28.780Z
5.776749,40.859178,13708,2022-07-21T20:13:48.630Z
5.769348,40.902603,13716,2022-07-21T20:14:08.590Z
5.761892,40.945673,13716,2022-07-21T20:14:28.250Z
5.754401,40.989385,13708,2022-07-21T20:14:48.200Z
5.747009,41.032013,13716,2022-07-21T20:15:07.770Z
5.739857,41.073319,13716,2022-07-21T20:15:26.670Z
5.732429,41.116566,13716,2022-07-21T20:15:46.440Z
5.725001,41.159394,13716,2022-07-21T20:16:06.090Z
5.717468,41.202438,13716,2022-07-21T20:16:25.780Z
5.710082,41.24505,13716,2022-07-21T20:16:45.260Z
5.702591,41.288297,13716,2022-07-21T20:17:05.160Z
5.695038,41.331591,13708,2022-07-21T20:17:24.910Z
5.687485,41.374884,13716,2022-07-21T20:17:44.740Z
5.679932,41.417805,13716,2022-07-21T20:18:04.420Z
5.672254,41.461853,13716,2022-07-21T20:18:24.400Z
5.664666,41.505044,13716,2022-07-21T20:18:44.040Z
5.657065,41.548477,13716,2022-07-21T20:19:04.010Z
5.64947,41.591721,13716,2022-07-21T20:19:23.580Z
5.641792,41.635208,13716,2022-07-21T20:19:43.380Z
5.634239,41.678284,13716,2022-07-21T20:20:03.130Z
5.626561,41.721909,13708,2022-07-21T20:20:22.880Z
