propriétaire,registration,icao24,departure_date_only_utc,departure_date_utc,arrival_date_utc,airport_departure,airport_arrival,flight_duration_str,flight_duration_min,kerosene_litres,co2_emission_tonnes,distance_km,iso_country_dep,iso_country_arr,routes,airport_dep_icao,airport_arr_icao,latitude_dep,longitude_dep,latitude_arr,longitude_arr,altitude_dep_m,altitude_arr_m,path_csv
Valljet,F-HRIB,39C501,2022-04-04,2022-04-04 05:09:04.030000+00:00,2022-04-04 06:47:15.330000+00:00,Copenhagen Kastrup Airport,Lille-Lesquin Airport,1h38min,98.18,833.2,2.1,849.0,DK,FR,Copenhagen Kastrup Airport - Lille-Lesquin Airport,EKCH,LFQQ,55.625702,12.640769,50.569931,3.132115,107.0,114.0,output\F-HRIB\2022-04-04\leg_1\F-HRIB_baro_2022-04-04_leg_1.csv
Valljet,F-HRIB,39C501,2022-04-03,2022-04-03 14:11:36.863000+00:00,2022-04-03 16:08:18.564000+00:00,Lille-Lesquin Airport,Copenhagen Kastrup Airport,1h57min,116.68,990.2,2.5,851.0,FR,DK,Lille-Lesquin Airport - Copenhagen Kastrup Airport,LFQQ,EKCH,50.563877,3.088123,55.628265,12.632946,178.0,30.0,output\F-HRIB\2022-04-03\leg_1\F-HRIB_baro_2022-04-03_leg_1.csv
Valljet,F-HRIB,39C501,2022-03-30,2022-03-30 16:04:56.744000+00:00,2022-03-30 17:23:17.944000+00:00,Nîmes-Arles-Camargue Airport,Lille-Lesquin Airport,1h18min,78.35,664.9,1.7,760.0,FR,FR,Nîmes-Arles-Camargue Airport - Lille-Lesquin Airport,LFTW,LFQQ,43.784847,4.415261,50.562294,3.078844,574.0,213.0,output\F-HRIB\2022-03-30\leg_2\F-HRIB_baro_2022-03-30_leg_2.csv
Valljet,F-HRIB,39C501,2022-03-30,2022-03-30 13:28:58.444000+00:00,2022-03-30 14:54:06.244000+00:00,Lille-Lesquin Airport,Nîmes-Arles-Camargue Airport,1h25min,85.12,722.4,1.9,769.0,FR,FR,Lille-Lesquin Airport - Nîmes-Arles-Camargue Airport,LFQQ,LFTW,50.570394,3.132959,43.709564,4.426085,518.0,564.0,output\F-HRIB\2022-03-30\leg_1\F-HRIB_baro_2022-03-30_leg_1.csv
Valljet,F-HRIB,39C501,2022-03-29,2022-03-29 14:04:14.798000+00:00,2022-03-29 14:39:28.298000+00:00,Paris-Le Bourget Airport,Lille-Lesquin Airport,35min,35.22,298.9,0.8,183.0,FR,FR,Paris-Le Bourget Airport - Lille-Lesquin Airport,LFPB,LFQQ,48.962814,2.444599,50.55978,3.060954,91.0,194.0,output\F-HRIB\2022-03-29\leg_1\F-HRIB_baro_2022-03-29_leg_1.csv
Valljet,F-HRIB,39C501,2022-03-28,2022-03-28 08:53:33.802000+00:00,2022-03-28 10:16:04.302000+00:00,Bordeaux-Merignac Airport,Paris-Le Bourget Airport,1h22min,82.5,700.1,1.8,518.0,FR,FR,Bordeaux-Merignac Airport - Paris-Le Bourget Airport,LFBD,LFPB,44.836716,-0.699005,48.966111,2.445036,-23.0,-30.0,output\F-HRIB\2022-03-28\leg_2\F-HRIB_baro_2022-03-28_leg_2.csv
Valljet,F-HRIB,39C501,2022-03-28,2022-03-28 05:26:41.202000+00:00,2022-03-28 06:41:39.302000+00:00,Paris-Le Bourget Airport,Bordeaux-Merignac Airport,1h15min,74.97,636.2,1.6,517.0,FR,FR,Paris-Le Bourget Airport - Bordeaux-Merignac Airport,LFPB,LFBD,48.962265,2.441078,44.836648,-0.699039,-46.0,-23.0,output\F-HRIB\2022-03-28\leg_1\F-HRIB_baro_2022-03-28_leg_1.csv
Valljet,F-HRIB,39C501,2022-03-27,2022-03-27 16:10:02.754000+00:00,2022-03-27 17:39:59.354000+00:00,Nice-Côte d'Azur Airport,Paris-Le Bourget Airport,1h30min,89.93,763.2,2.0,695.0,FR,FR,Nice-Côte d'Azur Airport - Paris-Le Bourget Airport,LFMN,LFPB,43.658981,7.220189,48.963547,2.445655,106.0,-53.0,output\F-HRIB\2022-03-27\leg_1\F-HRIB_baro_2022-03-27_leg_1.csv
Valljet,F-HRIB,39C501,2022-03-26,2022-03-26 16:39:59.087000+00:00,2022-03-26 18:12:00.987000+00:00,Liège Airport,Nice-Côte d'Azur Airport,1h32min,92.02,780.9,2.0,789.0,BE,FR,Liège Airport - Nice-Côte d'Azur Airport,EBLG,LFMN,50.641251,5.453845,43.642914,7.191957,54.0,19.0,output\F-HRIB\2022-03-26\leg_3\F-HRIB_baro_2022-03-26_leg_3.csv
Valljet,F-HRIB,39C501,2022-03-26,2022-03-26 07:13:12.187000+00:00,2022-03-26 08:13:56.387000+00:00,Sion Airport,Liège Airport,1h01min,60.73,515.4,1.3,515.0,CH,BE,Sion Airport - Liège Airport,LSGS,EBLG,46.152786,7.160473,50.6412,5.453821,2815.0,30.0,output\F-HRIB\2022-03-26\leg_1\F-HRIB_baro_2022-03-26_leg_1.csv
Valljet,F-HRIB,39C501,2022-03-23,2022-03-23 16:19:22.133000+00:00,2022-03-23 17:00:51.034000+00:00,Lugano Airport,Sion Airport,41min,41.47,351.9,0.9,109.0,CH,CH,Lugano Airport - Sion Airport,LSZA,LSGS,46.002037,8.907372,46.291871,7.55928,152.0,1970.0,output\F-HRIB\2022-03-23\leg_3\F-HRIB_baro_2022-03-23_leg_3.csv
Valljet,F-HRIB,39C501,2022-03-23,2022-03-23 13:53:49.234000+00:00,2022-03-23 14:37:49.633000+00:00,Firenze-Peretola Airport,Lugano Airport,44min,44.0,373.4,1.0,304.0,IT,CH,Firenze-Peretola Airport - Lugano Airport,LIRQ,LSZA,43.807983,11.201967,46.002045,8.9073,-51.0,152.0,output\F-HRIB\2022-03-23\leg_2\F-HRIB_baro_2022-03-23_leg_2.csv
Valljet,F-HRIB,39C501,2022-03-23,2022-03-23 10:56:57.633000+00:00,2022-03-23 11:42:04.833000+00:00,Nice-Côte d'Azur Airport,Firenze-Peretola Airport,45min,45.12,382.9,1.0,318.0,FR,IT,Nice-Côte d'Azur Airport - Firenze-Peretola Airport,LFMN,LIRQ,43.661204,7.26144,43.807205,11.200689,816.0,-91.0,output\F-HRIB\2022-03-23\leg_1\F-HRIB_baro_2022-03-23_leg_1.csv
Valljet,F-HRIB,39C501,2022-03-22,2022-03-22 13:26:10.905000+00:00,2022-03-22 15:29:26.705000+00:00,Cuatro Vientos Airport,Nice-Côte d'Azur Airport,2h03min,123.25,1046.0,2.7,976.0,ES,FR,Cuatro Vientos Airport - Nice-Côte d'Azur Airport,LECU,LFMN,40.369449,-3.783292,43.622752,7.169364,617.0,122.0,output\F-HRIB\2022-03-22\leg_3\F-HRIB_baro_2022-03-22_leg_3.csv
Valljet,F-HRIB,39C501,2022-02-12,2022-02-12 15:49:46.060000+00:00,2022-02-12 17:49:15.060000+00:00,Paris-Le Bourget Airport,Cuatro Vientos Airport,1h59min,119.48,1014.0,2.6,1074.0,FR,ES,Paris-Le Bourget Airport - Cuatro Vientos Airport,LFPB,LECU,48.961642,2.439688,40.369492,-3.783325,-38.0,617.0,output\F-HRIB\2022-02-12\leg_1\F-HRIB_baro_2022-02-12_leg_1.csv
